,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
664,914,Yes,0.5,No,0,Yes,26.0,0.7,147,4,0,706,721,1122.0,12,9.0,2,Yes,Yes,Yes,0
665,1721,Yes,0.5,Yes,4,Yes,33.0,0.5,128,4,5,871,1048,707.0,19,2.0,5,Yes,Yes,Yes,0
666,890,Yes,2.2,Yes,4,No,44.0,0.5,198,8,13,1074,1873,751.0,7,3.0,3,No,,No,0
667,600,No,0.5,No,1,No,48.0,0.8,191,3,7,501,1465,3393.0,12,7.0,8,Yes,No,No,2
668,1677,No,1.8,Yes,4,No,11.0,0.7,124,6,8,271,1477,3771.0,15,6.0,12,Yes,No,No,3
669,723,No,0.5,No,0,Yes,3.0,0.2,168,4,3,920,1748,1851.0,15,3.0,16,Yes,No,No,1
670,638,No,1.7,Yes,11,No,27.0,0.5,102,4,17,1171,1383,2735.0,7,2.0,9,Yes,Yes,No,2
671,852,No,1.0,Yes,4,Yes,62.0,0.7,104,7,13,293,1159,2253.0,17,4.0,7,Yes,Yes,No,1
672,1979,Yes,1.6,Yes,0,No,32.0,0.2,165,7,1,833,1630,452.0,13,6.0,14,No,Yes,No,0
673,710,Yes,0.5,No,6,No,32.0,0.8,151,5,9,485,857,1419.0,12,11.0,18,No,Yes,No,0
674,1034,No,2.6,Yes,2,Yes,45.0,0.3,190,3,4,182,1293,969.0,15,1.0,7,Yes,No,No,0
675,600,No,2.5,Yes,8,Yes,22.0,0.1,145,1,11,207,1162,3441.0,19,1.0,5,Yes,No,No,2
676,1027,No,0.5,No,2,Yes,64.0,0.9,103,2,7,1698,1747,3786.0,17,12.0,12,Yes,No,No,3
677,1260,No,0.6,No,5,Yes,13.0,1.0,106,6,6,165,736,2710.0,13,1.0,8,Yes,Yes,No,2
678,1793,No,1.8,Yes,10,No,12.0,0.5,169,6,17,1086,1418,3533.0,16,14.0,15,Yes,Yes,Yes,3
679,675,No,2.3,No,10,No,60.0,0.9,144,5,15,192,757,1735.0,7,0.0,13,Yes,No,Yes,0
680,658,Yes,2.7,No,0,Yes,12.0,0.9,103,7,3,1156,1750,3587.0,14,11.0,20,Yes,No,No,3
681,1694,Yes,0.6,No,0,Yes,34.0,0.3,102,7,7,377,549,2298.0,17,5.0,2,Yes,,No,2
682,804,Yes,0.8,Yes,12,Yes,41.0,0.9,89,1,13,709,818,2027.0,11,5.0,11,Yes,No,No,1
683,1713,No,2.5,Yes,1,No,27.0,0.9,127,7,3,729,974,2406.0,13,10.0,20,Yes,No,Yes,2
684,706,No,0.5,No,13,Yes,31.0,0.1,108,3,19,543,938,2419.0,8,7.0,4,Yes,No,Yes,1
685,1362,No,0.5,No,3,No,25.0,0.8,131,7,9,553,1505,995.0,7,6.0,18,No,Yes,Yes,0
686,1527,No,2.7,No,10,Yes,60.0,0.1,154,5,14,526,1116,2078.0,5,3.0,11,Yes,Yes,Yes,2
687,768,No,0.5,Yes,0,No,19.0,0.9,159,2,1,637,991,1145.0,19,1.0,7,No,No,Yes,0
688,1314,No,2.9,Yes,8,Yes,41.0,0.1,155,4,12,113,577,626.0,10,4.0,4,Yes,Yes,Yes,0
689,705,Yes,0.5,No,5,Yes,57.0,0.9,155,6,9,1114,1374,1509.0,15,11.0,18,Yes,,Yes,1
690,1403,No,2.7,No,2,Yes,26.0,0.1,164,5,3,461,1251,3371.0,13,9.0,9,Yes,No,Yes,3
691,1486,No,2.6,No,7,No,52.0,0.1,85,4,15,1430,1747,297.0,13,1.0,15,No,Yes,No,0
692,781,No,1.1,No,2,No,38.0,0.4,198,5,7,304,1674,3508.0,13,8.0,5,No,No,Yes,3
693,986,Yes,1.5,No,1,Yes,23.0,0.8,183,8,3,471,800,,16,9.0,19,Yes,No,No,1
694,1310,No,1.4,No,0,No,33.0,0.4,105,1,14,806,1016,1301.0,13,12.0,19,No,,Yes,1
695,560,Yes,2.0,Yes,6,Yes,57.0,0.3,81,3,12,80,1327,2167.0,11,10.0,7,Yes,No,Yes,1
696,1348,No,1.3,No,0,No,43.0,0.4,116,5,6,204,501,3914.0,10,3.0,8,Yes,No,Yes,3
697,1567,No,0.5,Yes,3,No,22.0,0.5,119,6,6,545,1621,2312.0,9,1.0,18,Yes,No,No,2
698,1940,Yes,0.9,Yes,4,No,17.0,0.7,93,5,7,112,858,2297.0,14,6.0,8,No,Yes,No,2
699,1979,Yes,2.9,Yes,0,Yes,19.0,1.0,176,3,9,1331,1532,411.0,8,2.0,2,Yes,,Yes,0
700,561,Yes,2.1,Yes,7,Yes,2.0,0.1,193,3,13,1055,1294,665.0,10,0.0,4,Yes,Yes,No,0
701,1717,Yes,1.3,No,1,No,62.0,0.7,130,1,3,609,810,3226.0,6,4.0,5,No,Yes,No,3
702,535,No,1.5,No,1,Yes,48.0,0.7,113,1,4,290,811,740.0,11,10.0,18,Yes,Yes,No,0
703,1413,No,0.5,Yes,4,Yes,39.0,0.1,185,5,12,1039,1318,3878.0,19,16.0,4,Yes,No,No,3
704,1358,No,2.5,Yes,0,No,,0.6,135,7,0,1485,1655,3406.0,5,1.0,11,No,No,Yes,3
705,1519,No,2.9,No,2,No,30.0,0.7,112,7,8,1122,1702,2440.0,9,5.0,10,Yes,Yes,Yes,2
706,1254,No,1.2,Yes,2,No,50.0,0.7,108,5,6,462,1013,3959.0,10,4.0,17,Yes,Yes,No,3
707,1591,Yes,2.2,No,3,Yes,49.0,0.4,154,6,7,1384,1883,,17,6.0,20,Yes,Yes,No,3
708,977,Yes,2.8,Yes,2,No,35.0,0.6,165,2,15,1502,1862,3714.0,19,3.0,10,No,Yes,Yes,3
709,1640,Yes,0.7,No,10,Yes,21.0,0.8,169,7,14,589,1301,337.0,16,3.0,5,Yes,Yes,No,0
710,663,No,0.8,Yes,0,No,25.0,0.6,183,2,1,82,1605,3176.0,6,2.0,2,Yes,No,Yes,2
711,1744,Yes,1.0,No,1,Yes,20.0,0.5,112,8,3,68,718,1205.0,18,7.0,14,Yes,No,No,1
712,1624,No,1.6,Yes,8,No,28.0,0.4,150,2,10,689,699,2473.0,16,11.0,2,Yes,No,No,2
713,1108,Yes,1.3,Yes,14,Yes,2.0,0.3,169,7,20,208,1742,1229.0,5,3.0,4,Yes,Yes,No,0
714,1188,Yes,1.4,Yes,0,Yes,9.0,0.6,114,2,0,1339,1558,2896.0,12,11.0,16,Yes,No,Yes,3
715,817,No,1.3,No,0,No,11.0,0.5,144,3,11,722,766,2039.0,11,6.0,19,No,Yes,No,1
716,863,No,1.6,Yes,5,Yes,6.0,0.7,133,4,13,717,1799,520.0,10,2.0,18,Yes,No,Yes,0
717,1397,No,2.4,Yes,5,Yes,3.0,0.2,121,3,15,433,1658,1378.0,18,15.0,4,Yes,Yes,Yes,1
718,1108,No,1.0,No,3,No,49.0,0.7,140,5,12,1298,1666,3254.0,12,0.0,16,Yes,No,No,3
719,1068,No,2.0,Yes,1,Yes,37.0,0.9,184,7,13,186,1998,1803.0,5,4.0,7,Yes,No,No,1
720,1702,Yes,2.3,No,12,Yes,52.0,0.5,145,2,15,1397,1491,2501.0,16,12.0,4,Yes,No,No,3
721,808,No,0.5,Yes,0,No,8.0,0.1,192,4,1,618,1891,3762.0,15,9.0,12,Yes,No,Yes,3
722,1156,No,0.5,No,6,No,61.0,0.1,89,7,9,1214,1262,1796.0,16,6.0,13,No,Yes,Yes,1
723,1271,No,0.5,Yes,2,No,54.0,0.1,159,8,3,613,650,990.0,14,11.0,6,No,Yes,Yes,0
724,696,No,0.5,No,6,No,51.0,0.3,197,3,8,649,907,,18,8.0,9,No,No,Yes,1
725,1981,Yes,1.9,Yes,13,No,45.0,0.3,175,6,18,193,1234,1380.0,10,1.0,13,No,Yes,No,1
726,614,No,1.7,Yes,0,Yes,58.0,0.2,128,7,2,22,519,3487.0,15,6.0,11,Yes,Yes,Yes,2
727,1590,No,0.6,Yes,0,No,,0.3,122,3,17,1464,1595,1201.0,12,3.0,18,Yes,Yes,Yes,1
728,1945,No,1.6,No,4,No,21.0,0.7,113,3,10,280,895,3015.0,6,1.0,15,No,No,No,3
729,1135,Yes,2.8,Yes,9,No,43.0,0.4,158,1,11,690,1589,3204.0,18,13.0,6,Yes,No,No,3
730,1049,No,0.6,Yes,8,Yes,2.0,0.3,172,6,10,39,1564,433.0,10,7.0,6,Yes,No,No,0
731,1807,Yes,2.1,No,2,No,49.0,0.8,125,1,10,337,1384,1906.0,17,13.0,13,No,Yes,Yes,2
732,984,Yes,0.5,No,13,Yes,42.0,0.8,98,7,17,1036,1611,898.0,16,8.0,13,Yes,Yes,No,0
733,720,Yes,1.4,Yes,0,Yes,61.0,0.6,96,7,8,1347,1733,2799.0,5,3.0,15,Yes,No,Yes,3
734,1536,No,0.8,No,12,No,13.0,0.3,105,7,20,22,1634,2020.0,6,0.0,16,Yes,Yes,No,2
735,771,Yes,0.5,No,3,No,25.0,1.0,86,4,6,327,922,770.0,12,1.0,20,No,Yes,No,0
736,503,No,2.5,No,3,No,57.0,0.6,185,6,11,778,1291,305.0,11,8.0,16,No,,Yes,0
737,675,No,2.4,No,1,No,42.0,0.6,187,7,2,482,874,2953.0,9,5.0,13,Yes,Yes,No,2
738,1936,Yes,1.9,Yes,13,Yes,34.0,0.2,182,7,14,591,1089,1671.0,6,1.0,9,Yes,No,Yes,1
739,1303,No,1.0,Yes,0,Yes,15.0,0.1,138,3,10,229,1604,,12,4.0,14,Yes,,Yes,2
740,1004,Yes,2.9,Yes,0,No,35.0,0.2,141,6,9,901,1162,3772.0,17,8.0,18,No,Yes,Yes,3
741,1972,No,1.2,Yes,0,No,37.0,0.7,102,2,1,715,1648,2870.0,16,0.0,17,No,No,No,3
742,1822,No,1.2,No,0,No,8.0,0.2,195,6,0,172,910,2577.0,9,5.0,8,Yes,Yes,No,2
743,1159,Yes,2.8,No,5,Yes,18.0,0.5,83,1,7,681,723,,8,1.0,3,Yes,Yes,No,1
744,1782,Yes,2.8,Yes,6,Yes,58.0,0.8,157,1,13,867,999,2405.0,15,0.0,16,Yes,No,Yes,2
745,894,No,2.1,Yes,16,No,16.0,0.7,168,8,20,286,1300,,5,1.0,6,Yes,Yes,Yes,2
746,1884,No,2.1,Yes,7,Yes,43.0,0.8,185,1,18,451,819,3619.0,14,8.0,7,Yes,Yes,Yes,3
747,1648,Yes,0.5,No,1,Yes,17.0,0.9,142,2,3,1119,1238,1184.0,6,2.0,2,Yes,No,Yes,1
748,798,No,2.4,No,5,No,,0.2,96,3,9,526,643,2965.0,15,7.0,14,Yes,Yes,No,2
749,802,Yes,2.4,Yes,1,No,,0.8,157,3,9,1299,1633,3713.0,8,3.0,8,No,No,No,3
750,1276,Yes,2.9,Yes,2,No,53.0,0.3,130,2,3,217,735,3798.0,19,10.0,8,Yes,Yes,Yes,3
751,1331,Yes,1.6,No,0,No,16.0,,165,2,7,1109,1226,1026.0,13,5.0,20,Yes,No,Yes,1
752,1620,No,2.6,Yes,6,No,5.0,0.9,186,6,18,434,1339,1086.0,18,14.0,13,Yes,,No,1
753,1996,No,2.5,No,5,Yes,51.0,0.4,122,4,9,671,1445,2236.0,8,7.0,12,Yes,No,Yes,2
754,1092,No,2.7,Yes,8,No,45.0,0.8,185,1,10,1404,1424,1303.0,12,3.0,20,No,Yes,Yes,1
755,1018,Yes,0.7,Yes,7,No,63.0,0.1,155,5,18,856,883,3048.0,10,3.0,2,No,No,Yes,2
756,545,No,0.5,No,0,Yes,11.0,0.3,131,3,1,381,1452,616.0,15,6.0,19,Yes,Yes,Yes,0
757,554,Yes,1.3,No,0,No,12.0,0.1,105,6,10,85,806,3764.0,10,7.0,4,No,Yes,Yes,2
758,1264,No,2.9,Yes,2,Yes,34.0,0.2,171,3,3,562,849,419.0,7,4.0,3,Yes,Yes,Yes,0
759,1030,No,1.6,Yes,3,Yes,58.0,0.2,138,6,20,1111,1812,2858.0,6,2.0,18,Yes,Yes,Yes,3
760,1432,Yes,1.7,Yes,6,Yes,39.0,0.3,164,4,18,209,947,504.0,14,4.0,10,Yes,Yes,No,0
761,558,Yes,2.8,No,1,Yes,49.0,0.8,142,5,4,997,1605,392.0,10,5.0,8,Yes,Yes,Yes,0
762,829,No,0.5,No,0,No,56.0,0.6,129,7,1,91,1916,820.0,12,6.0,11,Yes,No,Yes,0
763,1741,Yes,1.8,No,0,No,14.0,0.7,143,8,0,730,1895,3387.0,11,3.0,3,Yes,,No,3
764,1849,Yes,2.3,No,7,Yes,,0.4,144,5,19,606,1123,3447.0,14,,19,Yes,No,Yes,3
765,733,No,2.1,No,5,Yes,7.0,0.2,174,7,10,445,1409,1403.0,15,8.0,2,Yes,Yes,No,0
766,1872,Yes,0.9,Yes,0,No,16.0,0.5,80,2,2,286,1484,2295.0,15,11.0,16,No,No,Yes,2
767,1853,No,0.5,Yes,1,No,27.0,0.3,197,6,13,985,1005,1973.0,10,2.0,8,Yes,No,Yes,2
768,1149,Yes,2.2,No,4,No,30.0,0.2,106,6,5,1617,1675,3755.0,17,,8,Yes,No,No,3
769,891,No,0.5,Yes,9,Yes,25.0,0.3,196,2,19,375,1724,2073.0,7,1.0,10,Yes,No,Yes,1
770,1911,Yes,2.0,No,7,Yes,64.0,0.6,163,8,8,1795,1958,3872.0,9,8.0,11,Yes,Yes,No,3
771,550,Yes,0.5,No,16,Yes,23.0,0.1,145,2,17,486,1930,,18,5.0,8,Yes,No,No,0
772,576,No,0.8,No,0,Yes,27.0,0.1,121,2,4,757,1518,1519.0,18,6.0,8,Yes,No,Yes,1
773,1760,No,1.9,No,1,Yes,50.0,0.8,198,1,2,273,1704,2549.0,10,8.0,4,Yes,Yes,No,2
774,969,No,2.4,No,0,No,,0.3,124,7,0,491,589,404.0,18,5.0,19,Yes,No,Yes,0
775,1160,No,1.1,No,1,Yes,63.0,0.7,166,3,2,762,859,595.0,18,4.0,15,Yes,No,Yes,0
776,827,No,1.1,Yes,2,Yes,18.0,0.9,160,2,16,448,821,1663.0,14,0.0,17,Yes,Yes,Yes,0
777,1786,No,0.5,No,9,Yes,58.0,0.7,161,7,10,231,1671,2764.0,9,3.0,7,Yes,Yes,Yes,3
778,774,Yes,0.6,Yes,2,Yes,8.0,0.4,136,1,4,1713,1865,2614.0,7,0.0,14,Yes,Yes,Yes,2
779,819,Yes,2.5,Yes,0,Yes,11.0,0.2,83,8,1,438,822,,10,5.0,15,Yes,No,No,0
780,1042,No,2.2,No,15,Yes,11.0,0.6,139,5,16,68,1018,2826.0,18,0.0,2,Yes,No,No,2
781,1368,No,3.0,Yes,10,No,50.0,0.2,97,7,18,698,829,2496.0,13,6.0,5,No,Yes,Yes,2
782,1592,No,2.1,No,6,Yes,50.0,0.1,181,2,17,510,522,2103.0,19,8.0,7,Yes,No,No,1
783,1067,No,1.8,Yes,11,No,14.0,0.2,146,1,15,965,1009,966.0,5,0.0,13,No,No,Yes,0
784,1892,Yes,0.7,No,5,No,47.0,0.4,110,4,10,1399,1564,2172.0,17,14.0,3,Yes,Yes,Yes,2
785,915,No,1.1,No,6,No,56.0,0.6,187,8,17,532,1448,905.0,19,10.0,12,No,Yes,No,0
786,774,Yes,2.8,No,7,Yes,55.0,0.9,124,3,18,8,896,3916.0,8,1.0,12,Yes,Yes,No,3
787,1848,Yes,1.4,Yes,2,Yes,42.0,0.7,179,2,10,154,605,3902.0,11,9.0,3,Yes,,Yes,3
788,1501,No,1.1,No,12,Yes,2.0,0.2,187,1,15,198,1056,2487.0,13,12.0,16,Yes,Yes,Yes,2
789,1614,No,1.9,No,8,Yes,55.0,0.3,188,3,17,860,1330,3914.0,17,13.0,13,Yes,No,No,3
790,911,Yes,2.9,No,0,No,46.0,0.1,181,5,1,461,670,363.0,9,5.0,17,No,Yes,No,0
791,1520,No,0.5,No,1,Yes,24.0,0.7,199,5,8,109,1909,,13,3.0,4,Yes,,Yes,3
792,1647,No,1.4,Yes,3,Yes,38.0,0.3,102,6,15,193,1185,2532.0,16,14.0,15,Yes,No,Yes,2
793,1347,No,0.9,Yes,8,Yes,53.0,0.8,108,6,15,961,1008,3836.0,15,3.0,14,Yes,No,Yes,3
794,967,Yes,1.6,No,4,No,25.0,0.6,92,8,9,243,1642,3076.0,7,,18,No,Yes,Yes,2
795,1442,No,2.2,No,0,Yes,56.0,0.7,145,5,3,1626,1668,1513.0,11,8.0,7,Yes,Yes,No,2
796,1204,Yes,2.6,No,0,No,10.0,0.3,199,7,3,480,1482,,11,2.0,19,Yes,No,No,1
797,1320,No,2.1,Yes,0,Yes,41.0,0.6,144,7,2,123,1229,542.0,11,1.0,14,Yes,Yes,No,0
798,1800,Yes,0.7,No,2,Yes,8.0,0.4,100,7,6,400,823,3481.0,10,8.0,8,Yes,No,Yes,3
799,1567,No,2.1,Yes,3,No,22.0,0.8,153,3,19,190,1326,3991.0,15,2.0,10,Yes,No,No,3
800,1439,No,0.9,No,12,Yes,20.0,0.8,147,1,17,626,932,1790.0,19,12.0,15,Yes,No,Yes,1
801,1422,No,1.0,No,15,No,3.0,0.1,112,1,17,1,926,509.0,19,1.0,3,Yes,Yes,Yes,0
802,1591,Yes,2.2,Yes,4,Yes,52.0,1.0,161,3,16,548,1641,282.0,10,9.0,14,Yes,Yes,Yes,0
803,880,No,1.7,No,2,No,6.0,0.6,198,4,19,632,660,3006.0,6,4.0,3,Yes,No,No,2
804,1929,Yes,0.5,Yes,0,Yes,19.0,1.0,163,6,2,349,1051,,12,7.0,6,Yes,Yes,No,1
805,1642,Yes,1.6,Yes,0,No,5.0,0.4,102,5,2,1686,1889,1333.0,18,0.0,2,No,,Yes,2
806,1511,No,2.5,Yes,3,No,21.0,0.2,114,3,18,1455,1982,3746.0,10,0.0,5,Yes,No,No,3
807,1312,No,1.3,No,5,Yes,10.0,0.6,163,2,9,95,893,3941.0,6,2.0,13,Yes,Yes,Yes,3
808,1852,No,1.4,No,4,Yes,10.0,0.7,196,1,18,580,1163,3970.0,13,1.0,11,Yes,No,Yes,3
809,972,Yes,1.3,No,8,No,44.0,0.7,82,7,10,297,589,3925.0,7,6.0,7,No,Yes,No,3
810,691,Yes,2.7,Yes,4,Yes,33.0,0.9,108,4,8,951,962,,5,3.0,15,Yes,Yes,Yes,0
811,807,No,0.5,No,9,No,8.0,0.3,158,5,20,667,697,1284.0,17,13.0,2,No,Yes,Yes,0
812,1113,No,0.6,Yes,0,No,25.0,0.3,145,1,10,1047,1312,277.0,11,2.0,12,Yes,No,Yes,0
813,721,Yes,1.3,Yes,10,No,16.0,,125,1,18,408,1862,1713.0,10,3.0,4,No,Yes,Yes,1
814,1188,Yes,1.5,Yes,0,No,54.0,0.3,198,6,2,1150,1469,485.0,12,7.0,7,No,Yes,No,0
815,1512,Yes,0.5,No,1,No,52.0,0.1,131,1,14,333,952,3002.0,6,5.0,7,No,No,Yes,2
816,805,Yes,0.7,No,0,No,64.0,0.1,97,4,14,641,704,418.0,11,6.0,17,No,Yes,Yes,0
817,918,No,0.9,Yes,1,No,8.0,0.1,123,7,5,653,671,1652.0,17,4.0,14,Yes,Yes,No,1
818,1320,No,0.5,Yes,7,No,48.0,0.2,168,5,16,103,1583,2893.0,8,5.0,9,No,No,Yes,2
819,1236,No,0.9,Yes,2,Yes,57.0,0.1,188,1,14,517,809,1406.0,14,12.0,20,Yes,No,Yes,0
820,1387,No,0.5,No,0,Yes,61.0,0.5,98,3,0,785,1151,629.0,5,3.0,11,Yes,Yes,No,0
821,1883,Yes,2.7,Yes,6,Yes,30.0,0.5,95,2,10,531,791,3724.0,16,15.0,20,Yes,Yes,Yes,3
822,839,No,2.0,Yes,0,No,14.0,0.4,175,7,3,564,1391,3835.0,15,8.0,11,Yes,No,No,3
823,1593,Yes,1.0,No,0,Yes,52.0,0.7,130,8,0,761,1336,1354.0,15,13.0,13,Yes,Yes,Yes,1
824,1722,Yes,1.0,No,7,No,25.0,0.8,88,6,19,1179,1638,2376.0,5,1.0,19,No,No,Yes,3
825,1954,No,0.6,Yes,8,No,7.0,0.9,126,3,9,673,690,3438.0,17,12.0,13,Yes,No,No,3
826,1788,Yes,0.5,Yes,15,Yes,2.0,0.3,150,6,20,472,1073,2655.0,12,2.0,4,Yes,No,Yes,2
827,1628,No,0.5,No,5,Yes,33.0,0.9,101,6,8,412,643,3361.0,16,10.0,13,Yes,No,No,3
828,1965,No,0.5,No,6,Yes,4.0,1.0,84,7,9,977,1660,3535.0,17,0.0,16,Yes,Yes,Yes,3
829,833,Yes,2.2,No,4,No,27.0,0.9,124,1,6,359,1395,2150.0,9,5.0,7,No,Yes,Yes,1
830,571,No,0.6,No,1,Yes,43.0,0.5,141,3,8,224,783,2587.0,7,5.0,18,Yes,No,No,1
831,1808,Yes,0.5,Yes,1,No,31.0,0.5,92,2,16,714,1208,2736.0,9,1.0,8,No,No,Yes,3
832,1860,No,0.5,Yes,2,Yes,55.0,0.7,83,6,3,195,799,676.0,15,0.0,4,Yes,No,Yes,0
833,1368,Yes,1.6,Yes,4,No,9.0,0.1,115,7,7,843,1145,2941.0,13,12.0,17,No,Yes,No,3
834,1161,No,1.3,Yes,0,Yes,21.0,0.6,126,8,12,308,1169,,6,4.0,14,Yes,No,Yes,3
835,1224,Yes,1.6,No,9,No,33.0,1.0,157,1,18,522,563,,10,5.0,13,Yes,Yes,No,3
836,902,Yes,0.6,Yes,0,No,63.0,0.7,122,5,14,364,1360,3654.0,18,8.0,15,No,Yes,Yes,3
837,787,Yes,0.5,No,15,No,,0.6,93,1,16,806,1423,2934.0,8,6.0,14,Yes,No,Yes,2
838,854,No,0.5,No,2,No,30.0,0.5,125,8,5,518,1152,2889.0,5,2.0,11,No,No,Yes,2
839,1184,No,1.5,Yes,1,Yes,48.0,0.6,191,1,6,519,1577,3315.0,17,7.0,14,Yes,Yes,Yes,3
840,1973,No,1.6,Yes,5,Yes,39.0,0.8,152,4,6,792,1181,,9,0.0,5,Yes,,No,2
841,510,No,1.7,Yes,3,No,35.0,0.8,120,3,6,382,1228,2509.0,17,2.0,11,No,Yes,Yes,1
842,966,No,2.0,No,8,Yes,34.0,0.5,118,2,10,214,1523,3534.0,18,17.0,11,Yes,Yes,Yes,3
843,1438,Yes,1.8,No,3,No,16.0,0.6,169,8,7,859,867,2246.0,14,11.0,15,No,No,No,2
844,1986,No,0.5,No,7,No,51.0,0.4,95,3,9,342,774,3165.0,5,0.0,13,Yes,No,No,3
845,1907,No,2.0,No,13,No,55.0,0.9,105,7,15,713,1513,286.0,14,4.0,17,Yes,No,Yes,0
846,1489,No,2.4,Yes,8,No,32.0,0.6,200,1,16,172,812,776.0,7,,8,No,No,No,0
847,1843,Yes,1.8,Yes,13,Yes,16.0,0.7,134,6,18,118,580,3213.0,15,14.0,15,Yes,Yes,No,3
848,825,Yes,1.5,No,11,No,38.0,0.4,94,3,18,540,783,716.0,11,4.0,14,No,Yes,No,0
849,1286,Yes,2.3,No,10,Yes,16.0,0.1,98,2,18,18,662,424.0,10,5.0,4,Yes,Yes,No,0
850,840,No,0.6,No,0,Yes,,0.8,137,7,19,987,1081,3486.0,12,8.0,18,Yes,Yes,No,3
851,757,No,2.3,Yes,5,Yes,58.0,0.2,163,4,7,535,697,3237.0,19,12.0,9,Yes,No,Yes,2
852,814,Yes,1.1,Yes,2,No,41.0,0.8,177,2,10,1092,1406,1944.0,16,6.0,12,Yes,No,No,1
853,1195,Yes,1.1,Yes,2,Yes,8.0,0.9,80,6,6,327,1001,,14,2.0,19,Yes,No,No,0
854,767,No,0.8,No,7,Yes,10.0,0.5,107,4,12,517,1995,2317.0,6,0.0,12,Yes,Yes,Yes,2
855,1068,No,1.3,No,6,Yes,52.0,0.1,97,8,7,994,1500,1436.0,16,1.0,15,Yes,No,No,1
856,994,Yes,2.8,Yes,0,No,56.0,0.5,173,3,3,491,530,3190.0,5,2.0,20,Yes,Yes,Yes,2
857,1550,Yes,2.5,No,6,No,21.0,0.8,133,2,11,268,832,2338.0,16,1.0,15,No,Yes,No,2
858,1878,Yes,0.5,No,9,No,29.0,0.6,85,8,19,210,1026,1334.0,18,7.0,2,No,No,No,1
859,623,No,2.0,No,2,No,6.0,0.1,127,3,4,144,672,3657.0,17,3.0,19,Yes,Yes,No,2
860,1829,Yes,0.5,No,0,Yes,15.0,0.4,160,5,7,729,1267,,16,11.0,12,Yes,No,Yes,2
861,525,No,2.4,Yes,11,No,35.0,0.8,190,7,20,82,670,1609.0,16,11.0,3,No,No,No,0
862,1065,Yes,0.5,No,0,Yes,14.0,0.7,89,2,2,188,928,3078.0,10,1.0,18,Yes,No,Yes,2
863,1425,No,1.2,No,9,Yes,35.0,0.7,127,8,14,150,1897,590.0,13,2.0,6,Yes,Yes,Yes,0
864,1296,No,1.4,Yes,3,No,11.0,0.2,129,7,4,1222,1382,2552.0,19,8.0,10,Yes,Yes,Yes,2
865,642,No,2.8,No,3,No,34.0,0.8,197,2,15,331,1011,3355.0,12,5.0,13,No,No,No,2
866,1664,Yes,2.9,Yes,9,Yes,15.0,0.5,177,7,19,1178,1929,1968.0,12,7.0,9,Yes,No,No,2
867,1498,Yes,0.7,No,3,Yes,8.0,0.1,170,7,4,347,1076,3358.0,7,3.0,19,Yes,No,No,3
868,981,Yes,1.9,Yes,0,No,2.0,0.1,136,3,7,75,688,1539.0,19,12.0,19,No,No,No,0
869,1236,Yes,2.8,No,6,Yes,32.0,0.3,143,4,18,492,1403,942.0,16,12.0,14,Yes,Yes,Yes,0
870,1673,No,2.8,Yes,7,No,9.0,0.1,187,3,10,65,734,3669.0,9,1.0,10,Yes,No,Yes,3
871,712,Yes,1.6,No,6,Yes,,0.8,172,2,14,881,1234,3612.0,13,5.0,4,Yes,No,No,3
872,569,Yes,0.5,Yes,10,Yes,4.0,0.8,170,3,19,351,1159,2351.0,8,7.0,10,Yes,Yes,No,1
873,603,Yes,0.7,Yes,0,Yes,64.0,0.2,156,6,0,1842,1968,604.0,10,4.0,8,Yes,Yes,Yes,0
874,1332,No,0.8,Yes,2,No,11.0,0.5,187,2,4,758,1165,1285.0,5,0.0,9,Yes,Yes,No,1
875,1413,No,0.6,No,0,Yes,13.0,0.1,128,1,0,1323,1481,515.0,5,0.0,18,Yes,Yes,No,0
876,1064,No,2.9,Yes,1,Yes,34.0,0.2,184,6,13,1175,1569,654.0,16,13.0,6,Yes,No,No,0
877,1444,No,0.6,No,2,No,48.0,0.5,82,5,17,1092,1554,2540.0,17,2.0,15,Yes,Yes,Yes,3
878,1366,Yes,1.7,Yes,5,Yes,53.0,0.2,161,5,9,647,1876,3869.0,17,5.0,14,Yes,No,Yes,3
879,906,No,2.1,Yes,7,No,18.0,0.1,136,2,11,1102,1793,,13,8.0,16,Yes,No,No,3
880,1554,No,2.7,Yes,3,Yes,47.0,0.7,185,5,12,319,1367,509.0,12,3.0,19,Yes,No,No,0
881,1187,No,2.3,No,0,Yes,21.0,0.2,122,6,6,215,1125,2547.0,10,3.0,5,Yes,Yes,No,2
882,1156,Yes,2.7,Yes,1,Yes,30.0,0.9,173,3,16,945,1913,2735.0,16,15.0,13,Yes,No,Yes,2
883,1918,No,2.8,No,1,No,22.0,0.3,139,1,5,381,1203,1369.0,9,6.0,6,No,Yes,Yes,1
884,841,Yes,0.5,Yes,8,No,39.0,0.1,199,6,13,546,828,2942.0,11,5.0,16,No,Yes,Yes,2
885,730,Yes,1.3,Yes,6,No,6.0,0.9,167,7,10,1096,1155,2812.0,10,1.0,17,No,No,No,2
886,878,Yes,1.3,No,13,Yes,,0.5,153,4,18,575,618,3497.0,9,7.0,11,Yes,Yes,No,2
887,1059,No,0.5,Yes,0,No,50.0,0.7,182,8,1,519,1545,619.0,5,3.0,18,No,Yes,Yes,0
